1,29.612991,12.73335,0.3597641,9.980935
2,40.95181,15.353177,0.73115903,12.699317
3,28.92691,14.993472,0.74128145,13.701587
4,21.776482,17.133535,0.8140831,16.843004
5,44.68115,16.708853,0.7967275,17.2145
6,18.272068,17.969818,0.8429027,16.71292
7,28.379866,17.196573,0.83835363,16.410234
8,29.09816,18.675922,0.86626226,15.547775
9,27.009766,18.008768,0.8655381,16.894815
10,22.177107,17.825453,0.8725789,16.698572
11,30.029556,19.073652,0.8888359,16.269806
12,22.809378,18.962908,0.88695306,18.150093
13,16.060932,18.819311,0.88904506,17.303158
14,22.929546,19.424612,0.89096624,16.875328
15,24.366302,18.3028,0.88174707,18.187729
16,22.11856,18.669214,0.8911044,16.351393
17,19.75678,19.979834,0.9052219,18.222748
18,30.01433,19.665821,0.8997825,18.393965
19,16.630718,19.895079,0.9031985,18.347301
20,20.224442,20.059233,0.9049035,17.938103
21,25.679796,19.602642,0.91011065,17.858833
22,27.245361,20.592346,0.9155342,17.23804
23,16.156162,20.307003,0.91515565,17.958752
24,16.972754,19.23696,0.9047672,17.908436
25,21.619823,20.51715,0.91952324,17.586216
26,17.743906,20.02456,0.9111559,20.126724
27,26.37429,20.036604,0.9133918,18.402243
28,18.582111,21.09209,0.9264858,17.818182
29,22.363083,20.299797,0.9147148,19.36696
30,24.387238,21.183222,0.92726463,18.546494
31,17.084501,19.917011,0.9124314,18.491882
32,19.878832,20.45799,0.9168326,18.971834
33,20.617407,20.039177,0.9162674,19.772945
34,15.149712,20.22409,0.9198982,18.48272
35,14.45237,20.970327,0.92606926,18.266535
36,21.865286,20.915886,0.9267662,18.00569
37,16.361639,20.790903,0.92497283,18.935701
38,11.225369,21.326216,0.9308898,18.384258
39,21.37129,21.248375,0.93131995,19.01513
40,32.163963,21.421179,0.9283995,18.091547
41,24.892752,21.154509,0.929974,18.762444
42,26.620697,21.539078,0.9357705,19.06142
43,21.243944,20.96094,0.92817813,19.921078
44,19.076725,20.840368,0.91880685,18.865828
45,32.51718,21.275816,0.9292305,18.754883
46,20.066425,21.157204,0.927995,19.012503
47,20.17302,21.696144,0.93838644,18.76574
48,19.159498,20.22301,0.9200206,20.4979
49,19.21197,20.792742,0.9296627,20.788435
50,18.557945,21.88736,0.9378125,19.584972
51,24.81627,21.014439,0.9292907,19.615402
